,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.768,0.7641,0.6667,0.0741,0.1333,0.1891,0.8583
0_1,0.6592,0.6384,0.4167,0.0472,0.0847,0.0999,0.8529
0_2,0.6829,0.6153,0.3846,0.0431,0.0775,0.0834,0.8379
0_3,0.661,0.667,0.4615,0.0612,0.1081,0.1295,0.8651
0_4,0.5731,0.5551,0.2308,0.0333,0.0583,0.0443,0.8678
0_5,0.7136,0.651,0.4615,0.0496,0.0896,0.1074,0.8338
0_6,0.5992,0.6181,0.3846,0.0446,0.08,0.0866,0.8433
0_7,0.5751,0.5866,0.3077,0.0396,0.0702,0.0663,0.8556
0_8,0.5843,0.5433,0.2308,0.028,0.05,0.0323,0.8447
0_9,0.6084,0.6237,0.3846,0.0481,0.0855,0.0935,0.8542
0_Mean,0.6425,0.6262,0.3929,0.0469,0.0837,0.0932,0.8514
0_SD,0.0657,0.0625,0.1269,0.0132,0.0238,0.0444,0.0112
Mean,0.6425,0.6263,0.3929,0.0469,0.0837,0.0932,0.8514
SD,0.0657,0.0625,0.1269,0.0132,0.0238,0.0444,0.0112
