,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8092,0.7656,0.625,0.8333,0.7143,0.5629,0.7857
0_1,0.7226,0.6548,0.6,0.625,0.6122,0.3111,0.6607
0_2,0.6852,0.6626,0.68,0.6071,0.6415,0.3233,0.6607
0_3,0.7258,0.6219,0.76,0.5429,0.6333,0.2504,0.6071
0_4,0.8755,0.811,0.88,0.7333,0.8,0.6199,0.8036
0_5,0.78,0.7348,0.76,0.6786,0.717,0.467,0.7321
0_6,0.6561,0.5826,0.52,0.5417,0.5306,0.1659,0.5893
0_7,0.6187,0.5581,0.6,0.5,0.5455,0.1158,0.5536
0_8,0.7399,0.6512,0.625,0.6,0.6122,0.3012,0.6545
0_9,0.6169,0.545,0.5417,0.4815,0.5098,0.0893,0.5455
0_Mean,0.723,0.6588,0.6592,0.6143,0.6316,0.3207,0.6593
0_SD,0.0832,0.0886,0.1116,0.1094,0.0918,0.1809,0.0906
Mean,0.723,0.6588,0.6592,0.6143,0.6316,0.3207,0.6593
SD,0.0832,0.0886,0.1116,0.1094,0.0918,0.1809,0.0906
