,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6535,0.6697,0.4,0.0392,0.0714,0.1094,0.936
0_1,0.7679,0.7771,0.6,0.075,0.1333,0.2003,0.952
0_2,0.553,0.5623,0.2,0.0161,0.0299,0.0367,0.92
0_3,0.6649,0.6746,0.4,0.0465,0.0833,0.122,0.9459
0_4,0.5519,0.5691,0.2,0.0196,0.0357,0.0445,0.9336
0_5,0.7671,0.6752,0.4,0.0476,0.0851,0.1238,0.9471
0_6,0.6761,0.6783,0.4,0.0541,0.0952,0.1338,0.9533
0_7,0.6619,0.6653,0.4,0.0345,0.0635,0.1004,0.9274
0_8,0.5905,0.6027,0.25,0.027,0.0488,0.069,0.952
0_9,0.654,0.5727,0.2,0.0222,0.04,0.0497,0.9409
0_Mean,0.6541,0.6447,0.345,0.0382,0.0686,0.099,0.9408
0_SD,0.0754,0.0675,0.1301,0.0182,0.032,0.0505,0.0113
Mean,0.6541,0.6447,0.345,0.0382,0.0686,0.099,0.9408
SD,0.0753,0.0675,0.1301,0.0182,0.032,0.0505,0.0114
