,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6157,0.0853,0.6351,0.375,0.038,,0.069,0.0905,0.8895,3,649,76,5
0_1,0.6619,0.148,0.5602,0.25,0.0208,,0.0385,0.0371,0.8636,2,631,94,6
0_2,0.6132,0.145,0.6309,0.375,0.0353,,0.0645,0.085,0.8813,3,643,82,5
0_3,0.7688,0.3667,0.7628,0.625,0.0649,,0.1176,0.1781,0.8977,5,653,72,3
0_4,0.6382,0.1345,0.5538,0.2222,0.0235,,0.0426,0.037,0.8772,2,641,83,7
0_5,0.6996,0.289,0.6982,0.5,0.0506,,0.092,0.1328,0.8921,4,649,75,4
0_6,0.6327,0.2163,0.6371,0.375,0.0395,,0.0714,0.0934,0.8934,3,651,73,5
0_7,0.5376,0.0759,0.51,0.125,0.013,,0.0235,0.0068,0.8866,1,648,76,7
0_8,0.6892,0.2799,0.6899,0.5,0.044,,0.0808,0.1197,0.8757,4,637,87,4
0_9,0.6854,0.2188,0.6336,0.375,0.037,,0.0674,0.0886,0.8866,3,646,78,5
0_Mean,0.6542,0.1959,0.6312,0.3722,0.0367,,0.0667,0.0869,0.8844,3.0,644.8,79.6,5.1
0_SD,0.0623,0.095,0.0753,0.1472,0.0151,,0.0273,0.0505,0.0101,1.1547005383792515,6.8443001427789865,6.915361322607968,1.286683937707919
Mean,0.6542,0.1959,0.6312,0.3722,0.0367,,0.0667,0.0869,0.8844,3.0,644.8,79.6,5.1
SD,0.0623,0.0949,0.0753,0.1473,0.0151,,0.0273,0.0505,0.0101,1.1547,6.8443,6.9154,1.2867
