,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6385,0.6038,0.4211,0.0452,0.0816,0.076,0.7781
0_1,0.6122,0.624,0.4211,0.0552,0.0976,0.0979,0.8175
0_2,0.6785,0.6685,0.5263,0.0625,0.1117,0.1281,0.8039
0_3,0.71,0.671,0.5263,0.0641,0.1143,0.1312,0.8089
0_4,0.5928,0.6002,0.3684,0.05,0.0881,0.0802,0.8212
0_5,0.6651,0.5958,0.3684,0.0476,0.0843,0.0753,0.8126
0_6,0.6096,0.6188,0.45,0.0508,0.0914,0.0892,0.7793
0_7,0.6908,0.7016,0.5789,0.0733,0.1302,0.1571,0.8185
0_8,0.7605,0.7372,0.6842,0.0726,0.1313,0.173,0.7877
0_9,0.777,0.7342,0.6316,0.0851,0.15,0.187,0.8321
0_Mean,0.6735,0.6555,0.4976,0.0607,0.108,0.1195,0.806
0_SD,0.0629,0.0548,0.1097,0.0132,0.0233,0.0419,0.0185
Mean,0.6735,0.6555,0.4976,0.0606,0.108,0.1195,0.806
SD,0.0629,0.0548,0.1097,0.0132,0.0233,0.0419,0.0185
