,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6945,0.3199,0.6746,0.56,0.0782,,0.1373,0.1456,0.7822,14,618,165,11
0_1,0.7975,0.4289,0.7636,0.72,0.1065,,0.1856,0.2244,0.8045,18,632,151,7
0_2,0.7283,0.3667,0.7242,0.64,0.0964,,0.1675,0.1922,0.8032,16,633,150,9
0_3,0.6968,0.2595,0.6493,0.48,0.0779,,0.1341,0.1317,0.8082,12,641,142,13
0_4,0.7569,0.3832,0.7442,0.68,0.1018,,0.1771,0.2089,0.8045,17,633,150,8
0_5,0.7028,0.2839,0.7068,0.6,0.0932,,0.1613,0.1793,0.8069,15,637,146,10
0_6,0.7281,0.336,0.6874,0.56,0.0881,,0.1522,0.1632,0.8069,14,638,145,11
0_7,0.7704,0.3968,0.7519,0.68,0.1097,,0.1889,0.2215,0.8193,17,645,138,8
0_8,0.7867,0.417,0.7714,0.7308,0.1145,,0.1979,0.2371,0.8094,19,635,147,7
0_9,0.8495,0.4778,0.815,0.8,0.1307,,0.2247,0.2784,0.829,20,649,133,5
0_Mean,0.7511,0.367,0.7288,0.6451,0.0997,,0.1727,0.1982,0.8074,16.2,636.1,146.7,8.9
0_SD,0.0506,0.0678,0.0502,0.0961,0.0165,,0.0281,0.0448,0.0119,2.485513584307633,8.425490424235784,8.59004591890456,2.378141197564929
Mean,0.7511,0.367,0.7288,0.6451,0.0997,,0.1727,0.1982,0.8074,16.2,636.1,146.7,8.9
SD,0.0506,0.0678,0.0502,0.0961,0.0165,,0.0281,0.0448,0.0119,2.4855,8.4255,8.59,2.3781
