,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.708,0.341,0.6972,0.65,0.1171,,0.1985,0.1917,0.7398,26,571,196,14
0_1,0.6687,0.2556,0.6001,0.5,0.08,,0.1379,0.0939,0.6902,20,537,230,20
0_2,0.7432,0.3934,0.7072,0.7,0.1134,,0.1951,0.1952,0.7138,28,548,219,12
0_3,0.677,0.2852,0.6651,0.6,0.1039,,0.1771,0.1585,0.7237,24,560,207,16
0_4,0.6726,0.321,0.6519,0.575,0.0996,,0.1697,0.1459,0.7212,23,559,208,17
0_5,0.7519,0.3936,0.735,0.775,0.117,,0.2033,0.2172,0.6989,31,533,234,9
0_6,0.7297,0.3821,0.6944,0.7073,0.1062,,0.1847,0.1805,0.6828,29,522,244,12
0_7,0.6638,0.327,0.6375,0.561,0.095,,0.1625,0.1318,0.7063,23,547,219,18
0_8,0.7526,0.3784,0.7203,0.7317,0.1186,,0.2041,0.2086,0.71,30,543,223,11
0_9,0.7076,0.3022,0.6794,0.65,0.1044,,0.1799,0.1687,0.706,26,543,223,14
0_Mean,0.7075,0.338,0.6788,0.645,0.1055,,0.1813,0.1692,0.7093,26.0,546.3,220.3,14.3
0_SD,0.0355,0.0483,0.0409,0.0859,0.012,,0.0208,0.0378,0.0166,3.5276684147527875,14.291022823203848,14.063743772157146,3.4334951418181574
Mean,0.7075,0.338,0.6788,0.645,0.1055,,0.1813,0.1692,0.7093,26.0,546.3,220.3,14.3
SD,0.0355,0.0483,0.0409,0.0859,0.012,,0.0208,0.0378,0.0167,3.5277,14.291,14.0637,3.4335
