,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7856,0.413,0.7609,0.75,0.1188,,0.2051,0.2348,0.7709,24,602,178,8
0_1,0.7987,0.3524,0.7759,0.7812,0.1225,,0.2119,0.2475,0.7709,25,601,179,7
0_2,0.6692,0.2665,0.6462,0.5,0.0899,,0.1524,0.1375,0.7808,16,618,162,16
0_3,0.7839,0.3352,0.7433,0.7188,0.1127,,0.1949,0.2183,0.766,23,599,181,9
0_4,0.773,0.379,0.7376,0.7188,0.108,,0.1878,0.2102,0.7549,23,590,190,9
0_5,0.7395,0.3619,0.6943,0.6364,0.0981,,0.17,0.1742,0.7475,21,586,193,12
0_6,0.7398,0.3019,0.7178,0.6667,0.1089,,0.1872,0.199,0.7648,22,599,180,11
0_7,0.7786,0.3586,0.759,0.7273,0.1283,,0.2182,0.243,0.7882,24,616,163,9
0_8,0.8159,0.4336,0.7874,0.7879,0.1354,,0.2311,0.2671,0.7869,26,613,166,7
0_9,0.8026,0.3987,0.7471,0.7188,0.1162,,0.2,0.2239,0.7731,23,604,175,9
0_Mean,0.7687,0.3601,0.7369,0.7006,0.1139,,0.1959,0.2155,0.7704,22.7,602.8,176.7,9.7
0_SD,0.0428,0.0504,0.0418,0.0842,0.0136,,0.0231,0.038,0.013,2.7507574714370344,10.485969461883606,10.541452566995796,2.7100635498903793
Mean,0.7687,0.3601,0.737,0.7006,0.1139,,0.1959,0.2156,0.7704,22.7,602.8,176.7,9.7
SD,0.0428,0.0504,0.0417,0.0842,0.0136,,0.0231,0.038,0.013,2.7508,10.486,10.5415,2.7101
