,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4612,0.0018,0.4772,0.0,0.0,,,-0.0133,0.9509,0,774,37,3
0_1,0.8189,0.3959,0.8124,0.6667,0.0556,,0.1026,0.1841,0.957,2,777,34,1
0_2,0.471,0.0018,0.4803,0.0,0.0,,,-0.0123,0.957,0,779,32,3
0_3,0.6917,0.0076,0.4716,0.0,0.0,,,-0.0122,0.941,0,765,46,2
0_4,0.9889,0.55,0.976,1.0,0.0488,,0.093,0.2155,0.952,2,772,39,0
0_5,0.6444,0.193,0.6469,0.3333,0.0303,,0.0556,0.0903,0.9582,1,778,32,2
0_6,0.8136,0.3712,0.8099,0.6667,0.05,,0.093,0.1737,0.952,2,772,38,1
0_7,0.6422,0.1878,0.6444,0.3333,0.027,,0.05,0.084,0.9533,1,774,36,2
0_8,0.8132,0.3802,0.8086,0.6667,0.0476,,0.0889,0.1691,0.9496,2,770,40,1
0_9,0.8064,0.2009,0.6469,0.3333,0.0303,,0.0556,0.0903,0.9582,1,778,32,2
0_Mean,0.7152,0.229,0.6774,0.4,0.029,,0.0769,0.0969,0.9529,1.1,773.9,36.6,1.7
0_SD,0.1661,0.1915,0.172,0.3443,0.0221,,0.0222,0.0876,0.0053,0.8755950357709131,4.3576242252962665,4.4522154285504,0.9486832980505138
Mean,0.7152,0.229,0.6774,0.4,0.029,,0.077,0.0969,0.9529,1.1,773.9,36.6,1.7
SD,0.1661,0.1915,0.172,0.3443,0.0222,,0.0222,0.0876,0.0053,0.8756,4.3576,4.4522,0.9487
