,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7541,0.7495,0.6818,0.1034,0.1796,0.2137,0.8131
0_1,0.8499,0.8006,0.7727,0.1223,0.2112,0.2616,0.8267
0_2,0.7219,0.7237,0.619,0.0963,0.1667,0.1926,0.8224
0_3,0.8452,0.8098,0.8095,0.1118,0.1965,0.255,0.8101
0_4,0.733,0.7181,0.619,0.0909,0.1585,0.1837,0.8115
0_5,0.7365,0.6817,0.5238,0.088,0.1507,0.1612,0.8306
0_6,0.7306,0.7244,0.619,0.097,0.1677,0.1938,0.8238
0_7,0.6816,0.6144,0.4286,0.0596,0.1047,0.0944,0.7896
0_8,0.7397,0.674,0.5238,0.0809,0.1401,0.1494,0.8156
0_9,0.736,0.6924,0.5455,0.0952,0.1622,0.1741,0.8306
0_Mean,0.7529,0.7189,0.6143,0.0946,0.1638,0.1879,0.8174
0_SD,0.0533,0.0586,0.1171,0.0171,0.0295,0.0492,0.0124
Mean,0.7528,0.7189,0.6143,0.0945,0.1638,0.188,0.8174
SD,0.0533,0.0586,0.1171,0.0171,0.0295,0.0492,0.0124
