,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.615,0.5515,0.55,0.6,0.4839,,0.5357,0.0996,0.5439,15,16,16,10
0_1,0.6506,0.5622,0.63,0.76,0.5429,,0.6333,0.265,0.614,19,16,16,6
0_2,0.6425,0.5883,0.6081,0.56,0.56,,0.56,0.2162,0.614,14,21,11,11
0_3,0.5981,0.5592,0.5794,0.44,0.55,,0.4889,0.1651,0.5965,11,23,9,14
0_4,0.6556,0.6688,0.6369,0.68,0.5667,,0.6182,0.2721,0.6316,17,19,13,8
0_5,0.6325,0.6014,0.6169,0.64,0.5517,,0.5926,0.232,0.614,16,19,13,9
0_6,0.7362,0.6883,0.6438,0.6,0.6,,0.6,0.2875,0.6491,15,22,10,10
0_7,0.821,0.7663,0.8073,0.7083,0.85,,0.7727,0.6347,0.8214,17,29,3,7
0_8,0.6803,0.6319,0.625,0.625,0.5556,,0.5882,0.2476,0.625,15,20,12,9
0_9,0.7005,0.6821,0.6615,0.6667,0.5926,,0.6275,0.3198,0.6607,16,21,11,8
0_Mean,0.6732,0.63,0.6359,0.628,0.5853,,0.6017,0.274,0.637,15.5,20.6,11.4,9.2
0_SD,0.0659,0.0703,0.0683,0.088,0.0981,,0.0747,0.1416,0.0721,2.1213203435596424,3.7475918193480524,3.7475918193480524,2.250925735484551
Mean,0.6732,0.63,0.6359,0.628,0.5853,,0.6017,0.274,0.637,15.5,20.6,11.4,9.2
SD,0.0659,0.0703,0.0683,0.088,0.0981,,0.0747,0.1416,0.0721,2.1213,3.7476,3.7476,2.2509
