,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6627,0.2247,0.664,0.4,0.0333,,0.0615,0.0981,0.9248,2,748,58,3
0_1,0.8648,0.3425,0.8628,0.8,0.0625,,0.1159,0.2107,0.9248,4,746,60,1
0_2,0.8588,0.3452,0.7584,0.6,0.0429,,0.08,0.1441,0.9149,3,739,67,2
0_3,0.6623,0.2247,0.6628,0.4,0.0323,,0.0597,0.0959,0.9223,2,746,60,3
0_4,0.8793,0.4614,0.8715,0.8,0.08,,0.1455,0.2418,0.942,4,760,46,1
0_5,0.662,0.2226,0.6702,0.4,0.04,,0.0727,0.1108,0.9371,2,758,48,3
0_6,0.7377,0.1211,0.6591,0.4,0.0294,,0.0548,0.0898,0.9149,2,740,66,3
0_7,0.5775,0.1358,0.5903,0.25,0.0175,,0.0328,0.0495,0.9272,1,750,56,3
0_8,0.6537,0.1184,0.5665,0.2,0.0182,,0.0333,0.0414,0.9284,1,751,54,4
0_9,0.757,0.2292,0.7584,0.6,0.0429,,0.08,0.1441,0.9148,3,738,67,2
0_Mean,0.7316,0.2426,0.7064,0.485,0.0399,,0.0736,0.1226,0.9251,2.4,747.6,58.2,2.5
0_SD,0.1057,0.1112,0.104,0.2082,0.0192,,0.035,0.0644,0.0092,1.0749676997731399,7.515909052728677,7.435649863252632,0.97182531580755
Mean,0.7316,0.2426,0.7064,0.485,0.0399,,0.0736,0.1226,0.9251,2.4,747.6,58.2,2.5
SD,0.1057,0.1112,0.104,0.2082,0.0192,,0.035,0.0644,0.0092,1.075,7.5159,7.4356,0.9718
