,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6957,0.2724,0.6983,0.5556,0.0735,,0.1299,0.1564,0.8348,10,667,126,8
0_1,0.797,0.3177,0.7476,0.6316,0.1,,0.1727,0.211,0.8582,12,684,108,7
0_2,0.7271,0.3323,0.7314,0.5789,0.1068,,0.1803,0.2102,0.8767,11,700,92,8
0_3,0.8076,0.3581,0.8028,0.7368,0.1186,,0.2044,0.2598,0.8656,14,688,104,5
0_4,0.8169,0.4439,0.7815,0.6842,0.1193,,0.2031,0.2497,0.8742,13,696,96,6
0_5,0.8668,0.3608,0.8119,0.7778,0.1029,,0.1818,0.246,0.8444,14,670,122,4
0_6,0.7938,0.3794,0.767,0.6667,0.1026,,0.1778,0.224,0.863,12,687,105,6
0_7,0.8116,0.4,0.8062,0.7222,0.13,,0.2203,0.2744,0.8864,13,705,87,5
0_8,0.844,0.3595,0.791,0.7222,0.1048,,0.1831,0.2383,0.8568,13,681,111,5
0_9,0.8289,0.3925,0.7708,0.6667,0.1081,,0.186,0.2322,0.8704,12,693,99,6
0_Mean,0.7989,0.3616,0.7709,0.6743,0.1067,,0.1839,0.2302,0.863,12.4,687.1,105.0,6.0
0_SD,0.0516,0.0475,0.0363,0.0703,0.015,,0.0241,0.033,0.0154,1.2649110640673518,12.224292753911504,12.409673645990857,1.3333333333333333
Mean,0.7989,0.3617,0.7708,0.6743,0.1067,,0.1839,0.2302,0.863,12.4,687.1,105.0,6.0
SD,0.0516,0.0475,0.0363,0.0703,0.015,,0.0241,0.033,0.0154,1.2649,12.2243,12.4097,1.3333
