,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7154,0.1521,0.7233,0.5,0.0488,,0.0889,0.1432,0.9441,2,691,39,2
0_1,0.4774,0.002,0.4863,0.0,0.0,,,-0.0107,0.9686,0,710,20,3
0_2,0.7909,0.1907,0.6413,0.3333,0.0263,,0.0488,0.0814,0.9468,1,693,37,2
0_3,0.7936,0.025,0.4863,0.0,0.0,,,-0.0107,0.9686,0,710,20,3
0_4,0.805,0.3631,0.8005,0.6667,0.04,,0.0755,0.1522,0.9332,2,682,48,1
0_5,0.6311,0.0136,0.4767,0.0,0.0,,,-0.0141,0.9495,0,696,34,3
0_6,0.6265,0.012,0.4747,0.0,0.0,,,-0.0148,0.9454,0,693,37,3
0_7,0.8023,0.1975,0.8059,0.6667,0.0476,,0.0889,0.1681,0.9441,2,690,40,1
0_8,0.8171,0.3856,0.81,0.6667,0.0556,,0.1026,0.1832,0.9523,2,696,34,1
0_9,0.5988,0.1418,0.6037,0.25,0.0312,,0.0556,0.0748,0.9536,1,698,31,3
0_Mean,0.7058,0.1483,0.6309,0.3083,0.025,,0.0767,0.0752,0.9506,1.0,695.9,34.0,2.2
0_SD,0.1165,0.1414,0.1456,0.2993,0.023,,0.0209,0.0828,0.011,0.9428090415820634,8.633912464488184,8.666666666666666,0.9189365834726815
Mean,0.7058,0.1483,0.6309,0.3083,0.025,,0.0767,0.0753,0.9506,1.0,695.9,34.0,2.2
SD,0.1165,0.1414,0.1456,0.2993,0.023,,0.0209,0.0828,0.011,0.9428,8.6339,8.6667,0.9189
