,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7078,0.4986,0.0,0.0,,-0.0027,0.9946
0_1,0.705,0.4986,0.0,0.0,,-0.0027,0.9946
0_2,0.7132,0.5,0.0,,,0.0,0.9973
0_3,0.998,0.7486,0.5,0.3333,0.4,0.4063,0.9959
0_4,0.6601,0.4986,0.0,0.0,,-0.0027,0.9946
0_5,0.6509,0.4966,0.0,0.0,,-0.0043,0.9905
0_6,0.9387,0.5,0.0,,,0.0,0.9986
0_7,0.9871,0.4993,0.0,0.0,,-0.0014,0.9973
0_8,0.9986,0.9986,1.0,0.3333,0.5,0.5766,0.9973
0_9,0.9246,0.5,0.0,,,0.0,0.9973
0_Mean,0.8284,0.5739,0.15,0.0952,0.45,0.0969,0.9958
0_SD,0.1517,0.1686,0.3375,0.1627,0.0707,0.2118,0.0023
Mean,0.8284,0.5739,0.15,0.0952,0.45,0.0969,0.9958
SD,0.1517,0.1686,0.3375,0.1626,0.0707,0.2118,0.0023
