,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7338,0.6854,0.381,0.5,0.4324,0.4234,0.974
0_1,0.7509,0.6365,0.2857,0.375,0.3243,0.3118,0.9691
0_2,0.7136,0.5657,0.1429,0.25,0.1818,0.1729,0.9666
0_3,0.6074,0.6041,0.2273,0.25,0.2381,0.2181,0.9604
0_4,0.639,0.6114,0.2381,0.2941,0.2632,0.247,0.9653
0_5,0.6869,0.5851,0.1905,0.2,0.1951,0.1742,0.9591
0_6,0.6985,0.5863,0.1905,0.2222,0.2051,0.1861,0.9616
0_7,0.8156,0.7292,0.4762,0.4167,0.4444,0.4296,0.969
0_8,0.7764,0.5619,0.1429,0.1667,0.1538,0.1334,0.9591
0_9,0.7891,0.6314,0.2857,0.25,0.2667,0.2463,0.9591
0_Mean,0.7211,0.6197,0.2561,0.2925,0.2705,0.2543,0.9643
0_SD,0.0659,0.0533,0.106,0.1054,0.1011,0.1035,0.0053
Mean,0.7211,0.6197,0.2561,0.2925,0.2705,0.2543,0.9643
SD,0.0659,0.0533,0.106,0.1054,0.1011,0.1035,0.0053
