,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7974,0.6475,0.3,0.4286,0.3529,0.3519,0.9865
0_1,0.7195,0.5975,0.2,0.3333,0.25,0.2511,0.9852
0_2,0.9166,0.6488,0.3,0.6,0.4,0.4194,0.9889
0_3,0.8211,0.5475,0.1,0.2,0.1333,0.134,0.984
0_4,0.8401,0.5909,0.1818,1.0,0.3077,0.424,0.9889
0_5,0.8611,0.5417,0.0909,0.1429,0.1111,0.1043,0.9803
0_6,0.7212,0.6357,0.2727,0.75,0.4,0.4482,0.9889
0_7,0.8581,0.5872,0.1818,0.25,0.2105,0.204,0.9815
0_8,0.8941,0.6345,0.2727,0.5,0.3529,0.3631,0.9865
0_9,0.9213,0.5475,0.1,0.2,0.1333,0.1339,0.984
0_Mean,0.8351,0.5979,0.2,0.4405,0.2652,0.2834,0.9855
0_SD,0.0721,0.0425,0.0838,0.2769,0.1132,0.1336,0.0031
Mean,0.835,0.5979,0.2,0.4405,0.2652,0.2834,0.9855
SD,0.0721,0.0425,0.0838,0.2769,0.1132,0.1336,0.0031
