,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8555,0.6793,0.3636,0.5,0.4211,0.4198,0.9865
0_1,0.9114,0.7235,0.4545,0.4545,0.4545,0.4471,0.9852
0_2,0.8862,0.6463,0.3,0.3333,0.3158,0.3081,0.984
0_3,0.7949,0.4963,0.0,0.0,,-0.0096,0.9803
0_4,0.8718,0.6475,0.3,0.4286,0.3529,0.3519,0.9865
0_5,0.8418,0.6494,0.3,0.75,0.4286,0.4706,0.9901
0_6,0.9144,0.6994,0.4,0.8,0.5333,0.5622,0.9914
0_7,0.8564,0.5865,0.1818,0.2222,0.2,0.1911,0.9803
0_8,0.8232,0.5872,0.1818,0.25,0.2105,0.204,0.9815
0_9,0.8761,0.543,0.0909,0.2,0.125,0.127,0.9828
0_Mean,0.8632,0.6258,0.2573,0.3939,0.338,0.3072,0.9849
0_SD,0.0373,0.0715,0.1419,0.2482,0.1361,0.1773,0.0039
Mean,0.8632,0.6258,0.2573,0.3939,0.338,0.3072,0.9849
SD,0.0373,0.0714,0.1419,0.2482,0.1361,0.1773,0.0039
