,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7966,0.5911,0.2245,0.2558,0.2391,0.1937,0.9132
0_1,0.8092,0.6664,0.375,0.36,0.3673,0.3264,0.923
0_2,0.7654,0.6794,0.3958,0.4043,0.4,0.3624,0.9292
0_3,0.7106,0.6083,0.2708,0.2407,0.2549,0.2051,0.9056
0_4,0.7297,0.6351,0.3125,0.3191,0.3158,0.2729,0.9193
0_5,0.7743,0.6209,0.2708,0.3714,0.3133,0.2807,0.9292
0_6,0.6935,0.5769,0.2041,0.2083,0.2062,0.1553,0.9043
0_7,0.7856,0.6122,0.2653,0.2955,0.2796,0.2359,0.9168
0_8,0.6879,0.5743,0.2041,0.1923,0.198,0.1445,0.8994
0_9,0.7463,0.6095,0.2653,0.2708,0.268,0.2211,0.9118
0_Mean,0.7499,0.6174,0.2788,0.2918,0.2842,0.2398,0.9152
0_SD,0.0432,0.0349,0.0656,0.0712,0.0657,0.0709,0.0103
Mean,0.7499,0.6174,0.2788,0.2918,0.2842,0.2398,0.9152
SD,0.0432,0.0349,0.0656,0.0712,0.0657,0.0709,0.0103
