,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7966,0.7329,0.4839,0.5172,0.5,0.4811,0.963
0_1,0.772,0.751,0.5161,0.5926,0.5517,0.5365,0.9679
0_2,0.7635,0.7813,0.5806,0.5625,0.5714,0.5542,0.9667
0_3,0.749,0.7639,0.5484,0.5152,0.5312,0.5123,0.963
0_4,0.8503,0.7731,0.5667,0.5152,0.5397,0.5217,0.9642
0_5,0.7712,0.6639,0.3548,0.3438,0.3492,0.3229,0.9493
0_6,0.747,0.7013,0.4194,0.5,0.4561,0.4383,0.9617
0_7,0.7776,0.7142,0.4516,0.4375,0.4444,0.422,0.9567
0_8,0.7929,0.7323,0.4839,0.5,0.4918,0.472,0.9617
0_9,0.8594,0.7471,0.5161,0.4848,0.5,0.4797,0.9604
0_Mean,0.788,0.7361,0.4922,0.4969,0.4936,0.4741,0.9615
0_SD,0.0388,0.0357,0.0696,0.0681,0.0647,0.0675,0.0053
Mean,0.788,0.7361,0.4922,0.4969,0.4936,0.4741,0.9615
SD,0.0388,0.0357,0.0696,0.0681,0.0647,0.0675,0.0053
