,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5803,0.5269,0.0588,0.2,0.0909,0.0984,0.9753
0_1,0.6168,0.6132,0.2353,0.3636,0.2857,0.2805,0.9753
0_2,0.6205,0.5544,0.1176,0.2222,0.1538,0.1488,0.9729
0_3,0.5491,0.6139,0.2353,0.4,0.2963,0.2956,0.9766
0_4,0.7708,0.5225,0.0588,0.0833,0.069,0.0534,0.9667
0_5,0.7196,0.5826,0.1765,0.25,0.2069,0.1959,0.9716
0_6,0.6507,0.5513,0.1176,0.1429,0.129,0.1128,0.9667
0_7,0.6646,0.5532,0.1176,0.1818,0.1429,0.1317,0.9704
0_8,0.6408,0.5538,0.1176,0.2,0.1481,0.1396,0.9716
0_9,0.7381,0.5494,0.1176,0.1176,0.1176,0.0987,0.963
0_Mean,0.6551,0.5621,0.1353,0.2162,0.164,0.1555,0.971
0_SD,0.0701,0.0316,0.0623,0.1006,0.0765,0.0792,0.0044
Mean,0.6551,0.5621,0.1353,0.2161,0.164,0.1555,0.971
SD,0.0701,0.0316,0.0623,0.1006,0.0765,0.0792,0.0044
