,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.832,0.5519,0.1176,0.1538,0.1333,0.1184,0.968
0_1,0.647,0.5287,0.0625,0.2,0.0952,0.1021,0.9766
0_2,0.5813,0.5862,0.1875,0.2,0.1935,0.178,0.9692
0_3,0.6058,0.5562,0.125,0.1667,0.1429,0.1295,0.9704
0_4,0.6232,0.5562,0.125,0.1667,0.1429,0.1295,0.9704
0_5,0.5171,0.5587,0.125,0.25,0.1667,0.1653,0.9754
0_6,0.6774,0.5544,0.1176,0.2222,0.1538,0.1488,0.9729
0_7,0.5868,0.5263,0.0588,0.1667,0.087,0.0878,0.9741
0_8,0.714,0.6408,0.2941,0.3333,0.3125,0.2993,0.9729
0_9,0.7084,0.5819,0.1765,0.2308,0.2,0.1869,0.9704
0_Mean,0.6493,0.5641,0.139,0.209,0.1628,0.1546,0.972
0_SD,0.0885,0.0329,0.068,0.0541,0.064,0.0601,0.0028
Mean,0.6493,0.5641,0.139,0.209,0.1628,0.1546,0.972
SD,0.0885,0.0329,0.068,0.0541,0.064,0.0601,0.0028
