,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8212,0.7183,0.4688,0.375,0.4167,0.3926,0.9483
0_1,0.8648,0.7314,0.5,0.3556,0.4156,0.3936,0.9446
0_2,0.7416,0.6175,0.2812,0.2,0.2338,0.1999,0.9273
0_3,0.8499,0.6747,0.375,0.375,0.375,0.3494,0.9507
0_4,0.8806,0.6533,0.3438,0.275,0.3056,0.2756,0.9384
0_5,0.8678,0.6777,0.3939,0.3023,0.3421,0.3134,0.9384
0_6,0.7797,0.5894,0.2121,0.2121,0.2121,0.1787,0.936
0_7,0.8363,0.6487,0.3333,0.2821,0.3056,0.2746,0.9384
0_8,0.8274,0.708,0.4545,0.3333,0.3846,0.359,0.9409
0_9,0.8661,0.7177,0.4688,0.3659,0.411,0.3869,0.947
0_Mean,0.8335,0.6737,0.3831,0.3076,0.3402,0.3124,0.941
0_SD,0.0438,0.0469,0.0927,0.0649,0.0744,0.0785,0.0069
Mean,0.8335,0.6737,0.3831,0.3076,0.3402,0.3124,0.941
SD,0.0438,0.0468,0.0927,0.0649,0.0744,0.0785,0.0069
