,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7484,0.6929,0.425,0.3617,0.3908,0.3576,0.9343
0_1,0.7214,0.591,0.225,0.2143,0.2195,0.1778,0.9207
0_2,0.7787,0.7035,0.45,0.3529,0.3956,0.363,0.9318
0_3,0.7329,0.585,0.2,0.2581,0.2254,0.192,0.9318
0_4,0.7125,0.6594,0.35,0.3684,0.359,0.3266,0.938
0_5,0.7809,0.6817,0.4,0.3636,0.381,0.3475,0.9356
0_6,0.8111,0.6492,0.3415,0.2979,0.3182,0.2798,0.9257
0_7,0.7209,0.691,0.4146,0.4048,0.4096,0.3777,0.9393
0_8,0.8274,0.7006,0.439,0.383,0.4091,0.3762,0.9356
0_9,0.7783,0.6363,0.3,0.3636,0.3288,0.2987,0.9392
0_Mean,0.7613,0.6591,0.3545,0.3368,0.3437,0.3097,0.9332
0_SD,0.04,0.0436,0.0886,0.0604,0.0711,0.0731,0.006
Mean,0.7612,0.6591,0.3545,0.3368,0.3437,0.3097,0.9332
SD,0.04,0.0436,0.0886,0.0604,0.0711,0.0732,0.006
