,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.746,0.6663,0.4545,0.0485,0.0877,0.1155,0.8722
0_1,0.6605,0.67,0.4545,0.0515,0.0926,0.1212,0.8796
0_2,0.8199,0.779,0.7273,0.0556,0.1032,0.1688,0.8292
0_3,0.832,0.8197,0.8,0.0584,0.1088,0.1883,0.8389
0_4,0.7248,0.7346,0.6,0.0541,0.0992,0.1506,0.8659
0_5,0.645,0.5803,0.3,0.0261,0.048,0.0508,0.8536
0_6,0.775,0.7384,0.6,0.0571,0.1043,0.1567,0.8733
0_7,0.7389,0.7352,0.6,0.0545,0.1,0.1516,0.8672
0_8,0.7511,0.7546,0.6364,0.0642,0.1167,0.1726,0.8696
0_9,0.6592,0.6257,0.3636,0.0426,0.0762,0.0908,0.8807
0_Mean,0.7352,0.7104,0.5536,0.0513,0.0937,0.1367,0.863
0_SD,0.0651,0.0732,0.1578,0.0106,0.0196,0.0421,0.0172
Mean,0.7352,0.7104,0.5536,0.0513,0.0937,0.1367,0.863
SD,0.0651,0.0732,0.1579,0.0106,0.0196,0.0421,0.0172
