,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.55,0.525,0.8,0.5714,0.6667,0.0598,0.5556
0_1,0.6125,0.6125,0.6,0.6667,0.6316,0.2236,0.6111
0_2,0.4812,0.5375,0.7,0.5833,0.6364,0.0791,0.5556
0_3,0.5,0.5779,0.7273,0.6667,0.6957,0.1612,0.6111
0_4,0.9675,0.9286,1.0,0.9167,0.9565,0.8864,0.9444
0_5,0.3643,0.3929,0.5,0.5,0.5,-0.2143,0.4118
0_6,0.5357,0.6857,0.8,0.7273,0.7619,0.3825,0.7059
0_7,0.6857,0.7071,0.7,0.7778,0.7368,0.4085,0.7059
0_8,0.8643,0.7571,0.8,0.8,0.8,0.5143,0.7647
0_9,0.6786,0.6357,0.7,0.7,0.7,0.2714,0.6471
0_Mean,0.624,0.636,0.7327,0.691,0.7086,0.2772,0.6513
0_SD,0.1823,0.1464,0.1333,0.1226,0.1202,0.2982,0.1429
Mean,0.624,0.636,0.7327,0.691,0.7086,0.2772,0.6513
SD,0.1823,0.1464,0.1333,0.1226,0.1202,0.2982,0.1429
