,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7233,0.6861,0.56,0.0864,0.1497,0.1609,0.8044
0_1,0.789,0.7699,0.72,0.1125,0.1946,0.2344,0.8167
0_2,0.7909,0.7543,0.68,0.1118,0.1921,0.2252,0.8241
0_3,0.7538,0.7556,0.68,0.1133,0.1943,0.2275,0.8266
0_4,0.7847,0.7766,0.76,0.1044,0.1836,0.2291,0.7921
0_5,0.7727,0.728,0.64,0.0994,0.172,0.1975,0.8106
0_6,0.7252,0.7178,0.64,0.0904,0.1584,0.1823,0.7909
0_7,0.8176,0.7737,0.72,0.1169,0.2011,0.2412,0.8241
0_8,0.8117,0.7798,0.7692,0.1081,0.1896,0.2348,0.7897
0_9,0.6714,0.6422,0.48,0.0723,0.1257,0.1218,0.7943
0_Mean,0.764,0.7384,0.6649,0.1016,0.1761,0.2055,0.8074
0_SD,0.0457,0.0453,0.09,0.0144,0.0244,0.0394,0.015
Mean,0.764,0.7384,0.6649,0.1016,0.1761,0.2055,0.8073
SD,0.0458,0.0453,0.09,0.0144,0.0244,0.0394,0.015
