,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5354,0.5124,0.5286,0.0995,0.1674,0.0146,0.4993
0_1,0.6551,0.6282,0.7,0.1424,0.2367,0.1508,0.5701
0_2,0.6349,0.604,0.6667,0.1311,0.219,0.1215,0.5531
0_3,0.6677,0.6205,0.7101,0.1357,0.2279,0.1407,0.5477
0_4,0.6261,0.6109,0.7429,0.1307,0.2222,0.1307,0.5041
0_5,0.6541,0.6154,0.6857,0.1371,0.2286,0.1358,0.5586
0_6,0.6001,0.5714,0.6429,0.1194,0.2013,0.084,0.5136
0_7,0.6297,0.5921,0.6571,0.1278,0.214,0.1083,0.5395
0_8,0.6258,0.5681,0.6,0.12,0.2,0.0801,0.5422
0_9,0.6271,0.591,0.6714,0.1263,0.2127,0.1069,0.5259
0_Mean,0.6256,0.5914,0.6605,0.127,0.213,0.1073,0.5354
0_SD,0.037,0.0342,0.0605,0.0121,0.0198,0.0401,0.0238
Mean,0.6256,0.5914,0.6605,0.127,0.213,0.1073,0.5354
SD,0.037,0.0342,0.0605,0.0121,0.0198,0.0401,0.0238
