,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7521,0.7348,0.7143,0.0718,0.1304,0.1704,0.7543
0_1,0.595,0.5839,0.381,0.0452,0.0808,0.0645,0.7764
0_2,0.5374,0.5587,0.3636,0.0394,0.0711,0.044,0.7432
0_3,0.762,0.7534,0.7619,0.0734,0.1339,0.1815,0.7454
0_4,0.6425,0.5876,0.381,0.0468,0.0833,0.0682,0.7835
0_5,0.7065,0.7165,0.6667,0.0704,0.1273,0.1598,0.7638
0_6,0.6033,0.5748,0.4286,0.0391,0.0717,0.0527,0.7134
0_7,0.7132,0.6099,0.4762,0.0469,0.0855,0.0793,0.7368
0_8,0.7776,0.7347,0.7143,0.0718,0.1304,0.1704,0.754
0_9,0.7186,0.6959,0.619,0.0674,0.1215,0.1461,0.7688
0_Mean,0.6808,0.655,0.5506,0.0572,0.1036,0.1137,0.754
0_SD,0.0813,0.0783,0.1596,0.0148,0.027,0.0562,0.0206
Mean,0.6808,0.655,0.5507,0.0572,0.1036,0.1137,0.754
SD,0.0814,0.0783,0.1596,0.0148,0.027,0.0562,0.0206
