,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7272,0.6864,0.5714,0.0779,0.1371,0.1526,0.7948
0_1,0.804,0.7488,0.7273,0.0889,0.1584,0.1971,0.769
0_2,0.7537,0.7366,0.6818,0.0915,0.1613,0.1936,0.788
0_3,0.8858,0.8233,0.8636,0.1092,0.1939,0.2591,0.7853
0_4,0.7922,0.75,0.7143,0.0893,0.1587,0.1984,0.7837
0_5,0.7741,0.722,0.6667,0.0809,0.1443,0.1744,0.7741
0_6,0.698,0.6877,0.5714,0.0789,0.1387,0.1544,0.7973
0_7,0.7012,0.6429,0.5238,0.0608,0.1089,0.1105,0.7551
0_8,0.7259,0.7017,0.619,0.0778,0.1383,0.1604,0.7796
0_9,0.7349,0.743,0.7143,0.0843,0.1508,0.189,0.7701
0_Mean,0.7597,0.7242,0.6654,0.084,0.149,0.1789,0.7797
0_SD,0.057,0.0489,0.0989,0.0124,0.022,0.0392,0.0129
Mean,0.7597,0.7242,0.6654,0.084,0.149,0.179,0.7797
SD,0.057,0.0489,0.0989,0.0124,0.022,0.0392,0.0129
