,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6467,0.6506,0.3333,0.037,0.0667,0.1019,0.9656
0_1,0.8194,0.8173,0.6667,0.0714,0.129,0.211,0.9668
0_2,0.479,0.4889,0.0,0.0,,-0.0075,0.9754
0_3,0.7306,0.7315,0.5,0.0323,0.0606,0.1198,0.9619
0_4,0.6508,0.6543,0.3333,0.0476,0.0833,0.118,0.9729
0_5,0.6498,0.6488,0.3333,0.0333,0.0606,0.0957,0.9619
0_6,0.8226,0.8216,0.6667,0.0952,0.1667,0.2459,0.9754
0_7,0.6422,0.6469,0.3333,0.0303,0.0556,0.0903,0.9582
0_8,0.8154,0.8148,0.6667,0.0625,0.1143,0.1963,0.9619
0_9,0.6447,0.65,0.3333,0.0357,0.0645,0.0997,0.9643
0_Mean,0.6901,0.6925,0.4167,0.0445,0.089,0.1271,0.9664
0_SD,0.1083,0.105,0.2115,0.0263,0.0389,0.073,0.0061
Mean,0.6901,0.6925,0.4167,0.0445,0.089,0.1271,0.9664
SD,0.1083,0.105,0.2116,0.0263,0.0389,0.073,0.0061
