,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7396,0.7169,0.7755,0.1271,0.2184,0.2141,0.6654
0_1,0.6697,0.6119,0.551,0.0975,0.1656,0.1124,0.6654
0_2,0.6671,0.6336,0.5918,0.1047,0.1779,0.1342,0.6704
0_3,0.6243,0.6254,0.5714,0.1026,0.1739,0.1264,0.6728
0_4,0.7125,0.6606,0.6667,0.1081,0.186,0.1573,0.6552
0_5,0.7021,0.6769,0.6875,0.1146,0.1964,0.1744,0.6675
0_6,0.7092,0.6644,0.6875,0.1075,0.1859,0.1599,0.6441
0_7,0.6622,0.6364,0.6458,0.0981,0.1703,0.132,0.6281
0_8,0.7126,0.669,0.7083,0.1073,0.1863,0.1634,0.6342
0_9,0.7049,0.6901,0.7551,0.1146,0.1989,0.185,0.633
0_Mean,0.6904,0.6585,0.6641,0.1082,0.186,0.1559,0.6536
0_SD,0.0337,0.0321,0.075,0.0088,0.0156,0.0307,0.0172
Mean,0.6904,0.6585,0.6641,0.1082,0.186,0.1559,0.6536
SD,0.0337,0.0321,0.0751,0.0088,0.0156,0.0307,0.0172
