,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7784,0.0336,0.4979,0.0,0.0,,,-0.0067,0.9851,0,725,3,8
0_1,0.8157,0.0379,0.4959,0.0,0.0,,,-0.0095,0.981,0,722,6,8
0_2,0.6255,0.0143,0.4979,0.0,0.0,,,-0.0067,0.9851,0,725,3,8
0_3,0.7968,0.1727,0.6834,0.375,0.3333,,0.3529,0.346,0.9851,3,722,6,5
0_4,0.9153,0.1159,0.607,0.2222,0.25,,0.2353,0.2268,0.9823,2,721,6,7
0_5,0.8129,0.3097,0.6639,0.3333,0.4286,,0.375,0.3712,0.9864,3,723,4,6
0_6,0.6672,0.0226,0.4924,0.0,0.0,,,-0.0137,0.9728,0,716,11,9
0_7,0.7829,0.1479,0.557,0.125,0.1111,,0.1176,0.1076,0.9796,1,719,8,7
0_8,0.88,0.1709,0.6834,0.375,0.3333,,0.3529,0.346,0.985,3,721,6,5
0_9,0.7849,0.0715,0.5597,0.125,0.2,,0.1538,0.1508,0.985,1,723,4,7
0_Mean,0.786,0.1097,0.5739,0.1556,0.1656,,0.2646,0.1512,0.9827,1.3,721.7,5.7,7.0
0_SD,0.0864,0.0933,0.0802,0.1602,0.1655,,0.1118,0.1615,0.0041,1.3374935098492586,2.7100635498903793,2.4517567397911058,1.3333333333333333
Mean,0.786,0.1097,0.5738,0.1556,0.1656,,0.2646,0.1512,0.9827,1.3,721.7,5.7,7.0
SD,0.0864,0.0933,0.0802,0.1602,0.1655,,0.1118,0.1615,0.0041,1.3375,2.7101,2.4518,1.3333
