,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9745,0.0475,0.5,0.0,,,,0.0,0.9973,0,734,0,2
0_1,0.7125,0.128,0.7493,0.5,0.5,,0.5,0.4986,0.9973,1,733,1,1
0_2,0.9683,0.5152,0.5,0.0,,,,0.0,0.9973,0,734,0,2
0_3,0.421,0.0007,0.5,0.0,,,,0.0,0.9986,0,734,0,1
0_4,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1,734,0,0
0_5,0.4414,0.0007,0.4993,0.0,0.0,,,-0.0014,0.9973,0,733,1,1
0_6,0.4236,0.0014,0.4986,0.0,0.0,,,-0.0027,0.9946,0,731,2,2
0_7,0.9021,0.0121,0.4993,0.0,0.0,,,-0.0019,0.9959,0,732,1,2
0_8,0.7057,0.5026,0.75,0.5,1.0,,0.6667,0.7066,0.9986,1,733,0,1
0_9,0.632,0.0044,0.4993,0.0,0.0,,,-0.0019,0.9959,0,732,1,2
0_Mean,0.7181,0.2212,0.5996,0.2,0.3571,,0.7222,0.2197,0.9973,0.3,733.0,0.6,1.4
0_SD,0.2359,0.3411,0.175,0.3496,0.4756,,0.2546,0.3749,0.0016,0.4830458915396479,1.0540925533894598,0.6992058987801011,0.6992058987801011
Mean,0.7181,0.2213,0.5996,0.2,0.3571,,0.7222,0.2197,0.9973,0.3,733.0,0.6,1.4
SD,0.2359,0.3411,0.175,0.3496,0.4756,,0.2546,0.3749,0.0016,0.483,1.0541,0.6992,0.6992
