,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8103,0.2208,0.5896,0.1905,0.3077,,0.2353,0.2265,0.9681,4,784,9,17
0_1,0.681,0.1298,0.5632,0.1429,0.1875,,0.1622,0.1444,0.9619,3,780,13,18
0_2,0.5771,0.0952,0.541,0.0909,0.2222,,0.129,0.1273,0.9668,2,785,7,20
0_3,0.7898,0.0927,0.5594,0.1429,0.1364,,0.1395,0.1162,0.9545,3,773,19,18
0_4,0.6795,0.1051,0.562,0.1429,0.1667,,0.1538,0.1336,0.9594,3,777,15,18
0_5,0.7644,0.1004,0.5839,0.1905,0.1818,,0.186,0.164,0.9569,4,774,18,17
0_6,0.6728,0.1649,0.582,0.1905,0.16,,0.1739,0.1507,0.9533,4,771,21,17
0_7,0.7067,0.0556,0.515,0.0476,0.0667,,0.0556,0.0353,0.9582,1,778,14,20
0_8,0.7388,0.0815,0.5607,0.1429,0.15,,0.1463,0.1243,0.9569,3,775,17,18
0_9,0.6613,0.2405,0.6572,0.3333,0.3182,,0.3256,0.3074,0.9643,7,777,15,14
0_Mean,0.7082,0.1286,0.5714,0.1615,0.1897,,0.1707,0.153,0.96,3.4,777.4,14.8,17.7
0_SD,0.0694,0.0611,0.0372,0.0756,0.0764,,0.071,0.0719,0.0051,1.577621275493231,4.550946177566936,4.3410188256265885,1.7029386365926402
Mean,0.7082,0.1286,0.5714,0.1615,0.1897,,0.1707,0.153,0.96,3.4,777.4,14.8,17.7
SD,0.0694,0.0611,0.0372,0.0756,0.0764,,0.071,0.0719,0.0051,1.5776,4.5509,4.341,1.7029
