,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8657,0.6992,0.8418,0.6923,0.5625,,0.6207,0.6173,0.9865,9,794,7,4
0_1,0.8812,0.72,0.8449,0.6923,0.8182,,0.75,0.749,0.9926,9,799,2,4
0_2,0.7696,0.4736,0.7046,0.4167,0.4545,,0.4348,0.4271,0.984,5,795,6,7
0_3,0.9105,0.6858,0.8296,0.6667,0.5714,,0.6154,0.611,0.9877,8,795,6,4
0_4,0.8053,0.5384,0.8039,0.6154,0.5714,,0.5926,0.5861,0.9865,8,794,6,5
0_5,0.8837,0.6995,0.843,0.6923,0.6429,,0.6667,0.6615,0.9889,9,795,5,4
0_6,0.8167,0.5532,0.7655,0.5385,0.5385,,0.5385,0.531,0.9852,7,794,6,6
0_7,0.8271,0.5585,0.7661,0.5385,0.5833,,0.56,0.5536,0.9865,7,795,5,6
0_8,0.9022,0.7285,0.8418,0.6923,0.5625,,0.6207,0.6173,0.9865,9,793,7,4
0_9,0.8236,0.6936,0.8455,0.6923,0.9,,0.7826,0.7865,0.9938,9,799,1,4
0_Mean,0.8486,0.635,0.8087,0.6237,0.6205,,0.6182,0.614,0.9878,8.0,795.3,5.1,4.8
0_SD,0.0466,0.0932,0.0483,0.0959,0.1354,,0.1005,0.1035,0.0031,1.3333333333333333,2.057506581601462,2.024845673131659,1.1352924243950935
Mean,0.8486,0.635,0.8087,0.6237,0.6205,,0.6182,0.614,0.9878,8.0,795.3,5.1,4.8
SD,0.0466,0.0932,0.0483,0.0959,0.1354,,0.1004,0.1036,0.0031,1.3333,2.0575,2.0248,1.1353
