,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.769,0.0177,0.5,0.0,,,,0.0,0.9939,0,809,0,5
0_1,0.9413,0.293,0.6,0.2,1.0,,0.3333,0.4461,0.9951,1,809,0,4
0_2,0.67,0.0074,0.4988,0.0,0.0,,,-0.0035,0.9926,0,807,2,4
0_3,0.7705,0.408,0.6994,0.4,0.6667,,0.5,0.5142,0.9951,2,807,1,3
0_4,0.8014,0.0388,0.4994,0.0,0.0,,,-0.0028,0.9926,0,807,1,5
0_5,0.7186,0.0951,0.5994,0.2,0.5,,0.2857,0.3137,0.9938,1,807,1,4
0_6,0.9764,0.3989,0.6994,0.4,0.6667,,0.5,0.5142,0.9951,2,807,1,3
0_7,0.8421,0.3425,0.5,0.0,,,,0.0,0.9938,0,808,0,5
0_8,0.9082,0.1202,0.5988,0.2,0.3333,,0.25,0.2547,0.9926,1,806,2,4
0_9,0.8847,0.0298,0.4988,0.0,0.0,,,-0.0039,0.9914,0,806,2,5
0_Mean,0.8282,0.1751,0.5694,0.14,0.3958,,0.3738,0.2033,0.9936,0.7,807.3,1.0,4.2
0_SD,0.0995,0.1661,0.0823,0.1647,0.3773,,0.1189,0.2304,0.0013,0.8232726023485646,1.0593499054713804,0.816496580927726,0.7888106377466155
Mean,0.8282,0.1751,0.5694,0.14,0.3958,,0.3738,0.2033,0.9936,0.7,807.3,1.0,4.2
SD,0.0995,0.1661,0.0823,0.1647,0.3773,,0.1189,0.2304,0.0013,0.8233,1.0593,0.8165,0.7888
