,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.769,0.2196,0.6108,0.2857,0.2222,,0.25,0.1972,0.8967,14,715,49,35
0_1,0.7138,0.1838,0.6084,0.2653,0.26,,0.2626,0.2148,0.9102,13,727,37,36
0_2,0.7284,0.173,0.5943,0.2449,0.2182,,0.2308,0.1787,0.9016,12,721,43,37
0_3,0.6931,0.1384,0.5548,0.1633,0.1633,,0.1633,0.1096,0.8991,8,723,41,41
0_4,0.7329,0.1863,0.5884,0.2292,0.2157,,0.2222,0.1719,0.9052,11,724,40,37
0_5,0.7893,0.226,0.6119,0.2708,0.2653,,0.268,0.2216,0.9126,13,728,36,35
0_6,0.7833,0.2775,0.673,0.3958,0.3333,,0.3619,0.3195,0.9175,19,726,38,29
0_7,0.7448,0.168,0.591,0.2292,0.234,,0.2316,0.1839,0.9101,11,728,36,37
0_8,0.7466,0.211,0.6385,0.3542,0.2237,,0.2742,0.2242,0.8892,17,705,59,31
0_9,0.797,0.3205,0.6387,0.3469,0.2429,,0.2857,0.2354,0.8953,17,710,53,32
0_Mean,0.7498,0.2104,0.611,0.2785,0.2379,,0.255,0.2057,0.9037,13.5,720.7,43.2,35.0
0_SD,0.0343,0.0544,0.0329,0.0697,0.0438,,0.0512,0.0539,0.0089,3.3416562759605704,8.056053624449133,7.913420387052758,3.496029493900505
Mean,0.7498,0.2104,0.611,0.2785,0.2379,,0.255,0.2057,0.9038,13.5,720.7,43.2,35.0
SD,0.0343,0.0544,0.0329,0.0697,0.0438,,0.0512,0.0539,0.0089,3.3417,8.0561,7.9134,3.496
