,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8125,0.8329,0.6875,0.875,0.7,,0.7778,0.4108,0.7143,7,3,3,1
0_1,0.875,0.9106,0.7292,0.625,0.8333,,0.7143,0.4583,0.7143,5,5,1,3
0_2,0.9062,0.9207,0.8333,1.0,0.8,,0.8889,0.7303,0.8571,8,4,2,0
0_3,0.6458,0.6038,0.625,0.75,0.6667,,0.7059,0.2582,0.6429,6,3,3,2
0_4,0.75,0.8258,0.6458,0.625,0.7143,,0.6667,0.2887,0.6429,5,4,2,3
0_5,0.75,0.7994,0.7292,0.625,0.8333,,0.7143,0.4583,0.7143,5,5,1,3
0_6,0.5312,0.6142,0.5417,0.75,0.6,,0.6667,0.0913,0.5714,6,2,4,2
0_7,0.6042,0.5758,0.5417,0.75,0.6,,0.6667,0.0913,0.5714,6,2,4,2
0_8,0.5222,0.7764,0.5222,0.4444,0.6667,,0.5333,0.043,0.5,4,3,2,5
0_9,0.825,0.9012,0.7375,0.875,0.7778,,0.8235,0.5007,0.7692,7,3,2,1
0_Mean,0.7222,0.7761,0.6593,0.7319,0.7192,,0.7158,0.3331,0.6698,5.9,3.4,2.4,2.2
0_SD,0.1389,0.132,0.1026,0.1601,0.0884,,0.0978,0.2191,0.1057,1.1972189997378646,1.07496769977314,1.07496769977314,1.3984117975602022
Mean,0.7222,0.7761,0.6593,0.7319,0.7192,,0.7158,0.3331,0.6698,5.9,3.4,2.4,2.2
SD,0.1389,0.132,0.1026,0.1601,0.0884,,0.0978,0.2191,0.1057,1.1972,1.075,1.075,1.3984
