,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6882,0.2307,0.5972,0.2083,0.3125,,0.25,0.2369,0.9631,5,778,11,19
0_1,0.7154,0.2195,0.5757,0.1667,0.25,,0.2,0.1846,0.9606,4,777,12,20
0_2,0.6171,0.0729,0.5378,0.087,0.1818,,0.1176,0.1084,0.9631,2,780,9,21
0_3,0.6736,0.0654,0.5576,0.1304,0.2,,0.1579,0.142,0.9606,3,777,12,20
0_4,0.761,0.1452,0.55,0.1304,0.1111,,0.12,0.0925,0.9458,3,765,24,20
0_5,0.6411,0.1575,0.5582,0.1304,0.2143,,0.1622,0.1485,0.9618,3,778,11,20
0_6,0.5769,0.0433,0.5148,0.0435,0.0833,,0.0571,0.0406,0.9594,1,778,11,22
0_7,0.6311,0.1919,0.6465,0.3043,0.4375,,0.359,0.3497,0.9692,7,780,9,16
0_8,0.7917,0.2713,0.642,0.3043,0.3043,,0.3043,0.2841,0.9606,7,773,16,16
0_9,0.648,0.1543,0.594,0.2083,0.2381,,0.2222,0.2006,0.9569,5,772,16,19
0_Mean,0.6744,0.1552,0.5774,0.1714,0.2333,,0.195,0.1788,0.9601,4.0,775.8,13.1,19.3
0_SD,0.0663,0.0761,0.043,0.086,0.1027,,0.0917,0.0931,0.006,2.0,4.613988392799541,4.5325979795746765,1.946506842754191
Mean,0.6744,0.1552,0.5774,0.1714,0.2333,,0.195,0.1788,0.9601,4.0,775.8,13.1,19.3
SD,0.0663,0.0761,0.043,0.086,0.1027,,0.0917,0.0931,0.006,2.0,4.614,4.5326,1.9465
