,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8723,0.3265,0.5878,0.1818,0.2857,,0.2222,0.2196,0.9828,2,798,5,9
0_1,0.7922,0.2765,0.5448,0.0909,0.5,,0.1538,0.2091,0.9865,1,802,1,10
0_2,0.9263,0.2268,0.5866,0.1818,0.2222,,0.2,0.1911,0.9803,2,796,7,9
0_3,0.9415,0.5383,0.7988,0.6,0.75,,0.6667,0.6672,0.9926,6,801,2,4
0_4,0.811,0.3253,0.6488,0.3,0.6,,0.4,0.4194,0.9889,3,801,2,7
0_5,0.7486,0.136,0.5475,0.1,0.2,,0.1333,0.134,0.984,1,799,4,9
0_6,0.7946,0.0652,0.4975,0.0,0.0,,,-0.0078,0.9828,0,799,4,10
0_7,0.8757,0.113,0.6469,0.3,0.375,,0.3333,0.328,0.9852,3,798,5,7
0_8,0.8961,0.1919,0.6339,0.2727,0.4286,,0.3333,0.3348,0.9852,3,798,4,8
0_9,0.6875,0.1579,0.5872,0.1818,0.25,,0.2105,0.204,0.9815,2,796,6,9
0_Mean,0.8346,0.2358,0.608,0.2209,0.3612,,0.2948,0.2699,0.985,2.3,798.8,4.0,8.2
0_SD,0.0815,0.1381,0.0826,0.1646,0.2176,,0.1657,0.1826,0.0037,1.636391694484477,2.043961295567452,1.8856180831641267,1.8135294011647256
Mean,0.8346,0.2357,0.608,0.2209,0.3611,,0.2948,0.2699,0.985,2.3,798.8,4.0,8.2
SD,0.0815,0.1381,0.0826,0.1646,0.2176,,0.1657,0.1826,0.0037,1.6364,2.044,1.8856,1.8135
