,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7396,0.4886,0.7686,0.56,0.4375,,0.4912,0.4769,0.9643,14,770,18,11
0_1,0.8397,0.6611,0.8337,0.68,0.6296,,0.6538,0.6429,0.9779,17,778,10,8
0_2,0.8111,0.5325,0.7705,0.56,0.4828,,0.5185,0.5036,0.968,14,773,15,11
0_3,0.8478,0.4746,0.6949,0.4,0.5556,,0.4651,0.4574,0.9717,10,780,8,15
0_4,0.7737,0.539,0.7356,0.48,0.6316,,0.5455,0.5384,0.9754,12,781,7,13
0_5,0.8337,0.5071,0.7911,0.6,0.5172,,0.5556,0.542,0.9705,15,774,14,10
0_6,0.7537,0.4614,0.7498,0.52,0.4483,,0.4815,0.4651,0.9656,13,772,16,12
0_7,0.8762,0.6716,0.8162,0.64,0.7273,,0.6809,0.6728,0.9815,16,782,6,9
0_8,0.8373,0.6823,0.8161,0.6538,0.5,,0.5667,0.5557,0.968,17,770,17,9
0_9,0.799,0.4536,0.733,0.48,0.5217,,0.5,0.4852,0.9704,12,776,11,13
0_Mean,0.8112,0.5472,0.7709,0.5574,0.5452,,0.5459,0.534,0.9713,14.0,775.6,12.2,11.1
0_SD,0.0442,0.0903,0.0439,0.0889,0.092,,0.0722,0.0737,0.0055,2.309401076758503,4.477102237434884,4.366539438350085,2.183269719175042
Mean,0.8112,0.5472,0.7709,0.5574,0.5452,,0.5459,0.534,0.9713,14.0,775.6,12.2,11.1
SD,0.0442,0.0903,0.0439,0.0889,0.092,,0.0722,0.0737,0.0055,2.3094,4.4771,4.3665,2.1833
