,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8205,0.4885,0.7601,0.5484,0.4359,,0.4857,0.4662,0.9557,17,760,22,14
0_1,0.7587,0.5509,0.7485,0.5161,0.5161,,0.5161,0.4969,0.9631,16,767,15,15
0_2,0.7678,0.4937,0.751,0.5161,0.5926,,0.5517,0.5366,0.968,16,771,11,15
0_3,0.7894,0.4257,0.7143,0.4516,0.4375,,0.4444,0.4221,0.9569,14,764,18,17
0_4,0.6943,0.4873,0.7188,0.4516,0.56,,0.5,0.4854,0.9656,14,771,11,17
0_5,0.8112,0.5227,0.725,0.4667,0.5185,,0.4912,0.4735,0.9643,14,769,13,16
0_6,0.8195,0.6107,0.7839,0.5806,0.6429,,0.6102,0.5963,0.9717,18,771,10,13
0_7,0.7925,0.3757,0.6839,0.3871,0.4444,,0.4138,0.3932,0.9581,12,766,15,19
0_8,0.755,0.3752,0.6736,0.3548,0.6471,,0.4583,0.4646,0.968,11,775,6,20
0_9,0.8359,0.6479,0.7975,0.6129,0.5758,,0.5938,0.5774,0.968,19,767,14,12
0_Mean,0.7845,0.4978,0.7357,0.4886,0.5371,,0.5065,0.4912,0.9639,15.1,768.1,13.5,15.8
0_SD,0.0421,0.0907,0.0402,0.0819,0.0802,,0.0632,0.0638,0.0054,2.5582111805799856,4.254409477236529,4.453463071962462,2.5298221281347035
Mean,0.7845,0.4978,0.7357,0.4886,0.5371,,0.5065,0.4912,0.9639,15.1,768.1,13.5,15.8
SD,0.0421,0.0907,0.0402,0.0819,0.0802,,0.0632,0.0638,0.0054,2.5582,4.2544,4.4535,2.5298
