,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7089,0.3963,0.6778,0.7429,0.1699,,0.2766,0.2126,0.6253,52,402,254,18
0_1,0.5768,0.2706,0.5611,0.5429,0.121,,0.1979,0.0728,0.5758,38,380,276,32
0_2,0.6353,0.3454,0.6024,0.6286,0.1366,,0.2245,0.1217,0.5813,44,378,278,26
0_3,0.6822,0.3723,0.6439,0.6857,0.1553,,0.2533,0.1718,0.6102,48,395,261,22
0_4,0.6623,0.3742,0.6258,0.6571,0.1474,,0.2408,0.15,0.6006,46,390,266,24
0_5,0.6585,0.3662,0.623,0.6667,0.1429,,0.2353,0.1453,0.5876,46,380,276,23
0_6,0.6786,0.3588,0.6516,0.6812,0.1593,,0.2582,0.1811,0.6276,47,408,248,22
0_7,0.6743,0.3754,0.6457,0.7143,0.1529,,0.2519,0.173,0.5903,50,378,277,20
0_8,0.7385,0.4345,0.6885,0.7571,0.1755,,0.2849,0.2259,0.6331,53,406,249,17
0_9,0.7044,0.4022,0.6589,0.7286,0.1594,,0.2615,0.1891,0.6028,51,386,269,19
0_Mean,0.672,0.3696,0.6379,0.6805,0.152,,0.2485,0.1643,0.6034,47.5,390.3,265.4,22.3
0_SD,0.0443,0.0429,0.0371,0.0629,0.016,,0.0254,0.0446,0.0202,4.428443418528808,11.795008360413409,11.796421302901805,4.3982319680121975
Mean,0.672,0.3696,0.6379,0.6805,0.152,,0.2485,0.1643,0.6035,47.5,390.3,265.4,22.3
SD,0.0443,0.0429,0.0371,0.0629,0.016,,0.0253,0.0446,0.0202,4.4284,11.795,11.7964,4.3982
