,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7265,0.0187,0.735,0.5,0.0435,,0.08,0.1406,0.9688,1,712,22,1
0_1,0.4864,0.0014,0.4939,0.0,0.0,,,-0.0058,0.9851,0,725,9,2
0_2,0.4775,0.0007,0.4823,0.0,0.0,,,-0.0071,0.9633,0,708,26,1
0_3,0.4762,0.0007,0.483,0.0,0.0,,,-0.0069,0.9646,0,709,25,1
0_4,0.9966,0.5833,0.9871,1.0,0.05,,0.0952,0.2207,0.9741,1,715,19,0
0_5,0.736,0.2933,0.7377,0.5,0.0526,,0.0952,0.1561,0.9741,1,715,18,1
0_6,0.4761,0.0014,0.4823,0.0,0.0,,,-0.01,0.9619,0,707,26,2
0_7,0.4768,0.0014,0.485,0.0,0.0,,,-0.0092,0.9673,0,711,22,2
0_8,0.7377,0.2846,0.7377,0.5,0.0526,,0.0952,0.1561,0.9741,1,715,18,1
0_9,0.7343,0.2882,0.735,0.5,0.0435,,0.08,0.1406,0.9687,1,711,22,1
0_Mean,0.6324,0.1474,0.6359,0.3,0.0242,,0.0891,0.0775,0.9702,0.5,712.8,20.7,1.2
0_SD,0.1801,0.2037,0.1755,0.3496,0.0257,,0.0083,0.0926,0.0069,0.5270462766947299,5.181162460726786,5.1001089312985375,0.6324555320336759
Mean,0.6324,0.1474,0.6359,0.3,0.0242,,0.0891,0.0775,0.9702,0.5,712.8,20.7,1.2
SD,0.1801,0.2037,0.1755,0.3496,0.0257,,0.0083,0.0926,0.0069,0.527,5.1812,5.1001,0.6325
