,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6373,0.2433,0.6021,0.45,0.087,,0.1457,0.1015,0.7392,18,580,189,22
0_1,0.777,0.4047,0.738,0.775,0.1188,,0.206,0.2207,0.7046,31,539,230,9
0_2,0.6493,0.2406,0.5893,0.439,0.0826,,0.139,0.0883,0.7244,18,568,200,23
0_3,0.6123,0.1995,0.5874,0.439,0.0814,,0.1374,0.086,0.7206,18,565,203,23
0_4,0.6783,0.2729,0.6547,0.5854,0.1017,,0.1733,0.1493,0.7169,24,556,212,17
0_5,0.6663,0.3123,0.6238,0.525,0.0897,,0.1533,0.1184,0.7129,21,555,213,19
0_6,0.7387,0.3859,0.7199,0.725,0.1169,,0.2014,0.2069,0.7153,29,549,219,11
0_7,0.7179,0.3548,0.6654,0.625,0.0996,,0.1718,0.155,0.7017,25,542,226,15
0_8,0.6851,0.2978,0.6298,0.55,0.0898,,0.1544,0.1225,0.7017,22,545,223,18
0_9,0.74,0.3282,0.6995,0.675,0.113,,0.1935,0.1896,0.7215,27,556,212,13
0_Mean,0.6902,0.304,0.651,0.5788,0.098,,0.1676,0.1438,0.7159,23.3,555.5,212.7,17.0
0_SD,0.0521,0.0664,0.0541,0.1205,0.0141,,0.0257,0.0488,0.0116,4.715223571935199,12.712635883683253,12.64954983827927,4.96655480858378
Mean,0.6902,0.304,0.651,0.5788,0.098,,0.1676,0.1438,0.7159,23.3,555.5,212.7,17.0
SD,0.0521,0.0664,0.0541,0.1205,0.0141,,0.0257,0.0488,0.0116,4.7152,12.7126,12.6495,4.9666
