,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7524,0.3275,0.7018,0.5294,0.0826,,0.1429,0.1695,0.867,9,695,100,8
0_1,0.6225,0.1862,0.6398,0.4118,0.0625,,0.1085,0.1161,0.8584,7,690,105,10
0_2,0.8475,0.4085,0.8081,0.7647,0.0992,,0.1757,0.2399,0.8498,13,677,118,4
0_3,0.6934,0.2906,0.6718,0.4706,0.0734,,0.127,0.1443,0.8645,8,694,101,9
0_4,0.7277,0.2678,0.6533,0.4375,0.0631,,0.1102,0.1241,0.8607,7,691,104,9
0_5,0.8225,0.4267,0.7859,0.6875,0.1068,,0.1849,0.2388,0.8804,11,703,92,5
0_6,0.7064,0.2389,0.689,0.5,0.0762,,0.1322,0.1566,0.8705,8,698,97,8
0_7,0.7147,0.2456,0.6959,0.5,0.0851,,0.1455,0.1702,0.8841,8,709,86,8
0_8,0.633,0.2253,0.6439,0.4375,0.0556,,0.0986,0.1105,0.8422,7,676,119,9
0_9,0.7594,0.3596,0.7574,0.6471,0.0948,,0.1654,0.2107,0.8631,11,689,105,6
0_Mean,0.7279,0.2977,0.7047,0.5386,0.0799,,0.1391,0.1681,0.8641,8.9,692.2,102.7,7.6
0_SD,0.0721,0.0806,0.0597,0.1199,0.017,,0.0294,0.0479,0.0127,2.0789954839350235,10.293471501663351,10.263744172788234,1.9550504398153572
Mean,0.728,0.2977,0.7047,0.5386,0.0799,,0.1391,0.1681,0.8641,8.9,692.2,102.7,7.6
SD,0.0721,0.0806,0.0597,0.1198,0.0169,,0.0294,0.0479,0.0127,2.079,10.2935,10.2637,1.9551
