,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4666,0.002,0.4768,0.0,0.0,,,-0.0141,0.9497,0,699,34,3
0_1,0.7981,0.0285,0.6462,0.3333,0.0323,,0.0588,0.0928,0.9565,1,703,30,2
0_2,0.5905,0.0136,0.4775,0.0,0.0,,,-0.016,0.9497,0,699,33,4
0_3,0.4802,0.0027,0.4863,0.0,0.0,,,-0.0124,0.9674,0,712,20,4
0_4,0.8078,0.2016,0.8135,0.6667,0.0645,,0.1176,0.1989,0.9592,2,703,29,1
0_5,0.8101,0.0413,0.6537,0.3333,0.05,,0.087,0.1205,0.9714,1,713,19,2
0_6,0.9868,0.4227,0.9809,1.0,0.0968,,0.1765,0.3051,0.9619,3,704,28,0
0_7,0.8188,0.3868,0.8156,0.6667,0.0714,,0.129,0.2102,0.9633,2,706,26,1
0_8,0.6453,0.1862,0.6441,0.3333,0.0294,,0.0541,0.0875,0.9524,1,699,33,2
0_9,0.8144,0.2141,0.6557,0.3333,0.0588,,0.1,0.1321,0.9755,1,716,16,2
0_Mean,0.7219,0.15,0.665,0.3667,0.0403,,0.1033,0.1105,0.9607,1.1,705.4,26.8,2.1
0_SD,0.1686,0.1589,0.166,0.3315,0.0337,,0.0426,0.1073,0.0089,0.9944289260117533,6.239658110292048,6.408327915038889,1.286683937707919
Mean,0.7219,0.1499,0.665,0.3667,0.0403,,0.1033,0.1105,0.9607,1.1,705.4,26.8,2.1
SD,0.1686,0.1589,0.166,0.3315,0.0337,,0.0426,0.1073,0.0089,0.9944,6.2397,6.4083,1.2867
