,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7925,0.3758,0.749,0.6774,0.1304,,0.2188,0.2393,0.815,21,640,140,10
0_1,0.7618,0.41,0.7452,0.7097,0.114,,0.1964,0.2208,0.7781,22,609,171,9
0_2,0.7797,0.4204,0.7542,0.7097,0.1229,,0.2095,0.235,0.7953,22,623,157,9
0_3,0.7395,0.3606,0.7181,0.6452,0.1093,,0.1869,0.2001,0.7855,20,617,163,11
0_4,0.7807,0.4075,0.7401,0.7097,0.1095,,0.1897,0.2132,0.7682,22,601,179,9
0_5,0.6516,0.2777,0.6329,0.4516,0.0881,,0.1474,0.1283,0.8002,14,635,145,17
0_6,0.7766,0.3677,0.7483,0.6774,0.1296,,0.2176,0.2382,0.8138,21,639,141,10
0_7,0.6785,0.319,0.6551,0.5,0.092,,0.1554,0.1461,0.7988,15,632,148,15
0_8,0.7455,0.3518,0.6683,0.5484,0.0934,,0.1596,0.1547,0.779,17,614,165,14
0_9,0.8167,0.4134,0.7237,0.6452,0.1149,,0.1951,0.209,0.7963,20,625,154,11
0_Mean,0.7523,0.3704,0.7135,0.6274,0.1104,,0.1876,0.1985,0.793,19.4,623.5,156.3,11.5
0_SD,0.0514,0.0459,0.0446,0.0939,0.0152,,0.0257,0.0408,0.0153,2.988868236194653,13.201430898875234,13.14069167805781,2.8382310609877335
Mean,0.7523,0.3704,0.7135,0.6274,0.1104,,0.1876,0.1985,0.793,19.4,623.5,156.3,11.5
SD,0.0514,0.046,0.0446,0.0939,0.0152,,0.0257,0.0408,0.0153,2.9889,13.2014,13.1407,2.8382
