,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.761,0.1659,0.5618,0.125,0.5,,0.2,0.2462,0.9891,1,723,1,7
0_1,0.4831,0.0112,0.4986,0.0,0.0,,,-0.0055,0.9863,0,722,2,8
0_2,0.636,0.0428,0.4986,0.0,0.0,,,-0.0055,0.9863,0,722,2,8
0_3,0.6965,0.1873,0.6222,0.25,0.3333,,0.2857,0.2819,0.9863,2,720,4,6
0_4,0.7655,0.2753,0.6236,0.25,0.5,,0.3333,0.3487,0.9891,2,722,2,6
0_5,0.7768,0.0752,0.6202,0.25,0.2222,,0.2353,0.2267,0.9822,2,717,7,6
0_6,0.7181,0.0603,0.4972,0.0,0.0,,,-0.0078,0.9836,0,720,4,8
0_7,0.7037,0.1765,0.609,0.2222,0.4,,0.2857,0.2918,0.9863,2,720,3,7
0_8,0.5124,0.123,0.5556,0.1111,1.0,,0.2,0.3315,0.9891,1,723,0,8
0_9,0.7404,0.2693,0.6104,0.2222,0.6667,,0.3333,0.3809,0.9891,2,722,1,7
0_Mean,0.6794,0.1387,0.5697,0.1431,0.3622,,0.2676,0.2089,0.9867,1.2,721.1,2.6,7.1
0_SD,0.1043,0.092,0.0548,0.1103,0.3254,,0.057,0.1553,0.0024,0.9189365834726815,1.852925614624973,2.011080417199781,0.8755950357709131
Mean,0.6794,0.1387,0.5697,0.143,0.3622,,0.2676,0.2089,0.9867,1.2,721.1,2.6,7.1
SD,0.1043,0.092,0.0548,0.1103,0.3254,,0.057,0.1553,0.0024,0.9189,1.8529,2.0111,0.8756
