,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6741,0.2083,0.5978,0.2083,0.3333,,0.2564,0.246,0.9642,5,776,10,19
0_1,0.7408,0.2305,0.6228,0.2609,0.3333,,0.2927,0.2767,0.9642,6,774,12,17
0_2,0.592,0.0905,0.5198,0.0435,0.25,,0.0741,0.094,0.9691,1,783,3,22
0_3,0.6911,0.0638,0.5128,0.0435,0.0667,,0.0526,0.0316,0.9555,1,772,14,22
0_4,0.6987,0.1891,0.5838,0.1739,0.4444,,0.25,0.2655,0.9703,4,781,5,19
0_5,0.6181,0.1147,0.5416,0.087,0.4,,0.1429,0.1763,0.9703,2,783,3,21
0_6,0.5209,0.0353,0.5128,0.0435,0.0667,,0.0526,0.0316,0.9555,1,772,14,22
0_7,0.6636,0.2199,0.5985,0.2174,0.2381,,0.2273,0.2059,0.958,5,770,16,18
0_8,0.6453,0.1421,0.558,0.125,0.3,,0.1765,0.1783,0.9654,3,778,7,21
0_9,0.7101,0.1774,0.5946,0.2083,0.25,,0.2273,0.2068,0.958,5,770,15,19
0_Mean,0.6555,0.1472,0.5643,0.1411,0.2683,,0.1752,0.1713,0.963,3.3,775.9,9.9,20.0
0_SD,0.0645,0.0686,0.0406,0.083,0.125,,0.0899,0.0901,0.0059,1.946506842754191,5.10881590977792,5.043147165543886,1.8257418583505538
Mean,0.6555,0.1472,0.5642,0.1411,0.2682,,0.1752,0.1713,0.963,3.3,775.9,9.9,20.0
SD,0.0645,0.0686,0.0406,0.083,0.125,,0.0899,0.0901,0.0059,1.9465,5.1088,5.0431,1.8257
