,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7012,0.2573,0.639,0.2857,0.5,,0.3636,0.3658,0.974,6,781,6,15
0_1,0.6779,0.2757,0.6133,0.2381,0.3571,,0.2857,0.2764,0.9691,5,778,9,16
0_2,0.6792,0.1656,0.5644,0.1429,0.2143,,0.1714,0.1571,0.9641,3,776,11,18
0_3,0.6137,0.1292,0.5801,0.1818,0.1905,,0.186,0.1639,0.9567,4,769,17,18
0_4,0.5692,0.1154,0.5838,0.1905,0.1818,,0.186,0.1638,0.9566,4,768,18,17
0_5,0.663,0.0576,0.5425,0.0952,0.2,,0.129,0.1224,0.9665,2,778,8,19
0_6,0.727,0.2129,0.587,0.1905,0.2353,,0.2105,0.1928,0.9628,4,773,13,17
0_7,0.7627,0.4162,0.7536,0.5238,0.4583,,0.4889,0.4754,0.9715,11,773,13,10
0_8,0.6773,0.1552,0.54,0.0952,0.1429,,0.1143,0.0975,0.9616,2,774,12,19
0_9,0.701,0.2633,0.6108,0.2381,0.2778,,0.2564,0.2389,0.9641,5,773,13,16
0_Mean,0.6772,0.2048,0.6015,0.2182,0.2758,,0.2392,0.2254,0.9647,4.6,774.3,12.0,16.5
0_SD,0.0546,0.1029,0.0618,0.1236,0.1225,,0.115,0.118,0.0058,2.590581230363393,4.056544780420347,3.7416573867739413,2.6352313834736494
Mean,0.6772,0.2048,0.6014,0.2182,0.2758,,0.2392,0.2254,0.9647,4.6,774.3,12.0,16.5
SD,0.0546,0.1029,0.0618,0.1236,0.1225,,0.115,0.118,0.0058,2.5906,4.0565,3.7417,2.6352
