,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6677,0.1952,0.6103,0.3714,0.208,,0.2667,0.1724,0.803,26,557,99,44
0_1,0.6149,0.1387,0.5621,0.2857,0.1587,,0.2041,0.0967,0.7851,20,550,106,50
0_2,0.6846,0.2226,0.6253,0.4,0.2222,,0.2857,0.1953,0.8072,28,558,98,42
0_3,0.6912,0.1962,0.6314,0.4,0.2373,,0.2979,0.2103,0.8182,28,566,90,42
0_4,0.6436,0.1984,0.6159,0.3857,0.2109,,0.2727,0.1795,0.8017,27,555,101,43
0_5,0.6867,0.2165,0.6351,0.4058,0.2393,,0.3011,0.2155,0.8207,28,567,89,41
0_6,0.6902,0.1995,0.5904,0.3333,0.187,,0.2396,0.1414,0.7986,23,556,100,46
0_7,0.6724,0.1819,0.593,0.3143,0.2075,,0.25,0.1555,0.8179,22,571,84,48
0_8,0.6959,0.2187,0.64,0.4143,0.2479,,0.3102,0.2247,0.8221,29,567,88,41
0_9,0.6816,0.187,0.6323,0.4143,0.2283,,0.2944,0.2056,0.8083,29,557,98,41
0_Mean,0.6729,0.1955,0.6136,0.3725,0.2147,,0.2722,0.1797,0.8083,26.0,560.4,95.3,43.8
0_SD,0.0254,0.0241,0.0249,0.0456,0.0268,,0.0331,0.0396,0.0117,3.197221015541813,6.801960501698511,7.04035983928852,3.190262963734773
Mean,0.6729,0.1955,0.6136,0.3725,0.2147,,0.2722,0.1797,0.8083,26.0,560.4,95.3,43.8
SD,0.0254,0.0241,0.0249,0.0456,0.0268,,0.0331,0.0397,0.0117,3.1972,6.802,7.0404,3.1903
