,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7826,0.2386,0.6411,0.3438,0.1864,,0.2418,0.2115,0.915,11,732,48,21
0_1,0.864,0.2822,0.7642,0.5938,0.2714,,0.3725,0.3663,0.9212,19,729,51,13
0_2,0.775,0.1351,0.6516,0.375,0.1765,,0.24,0.213,0.9064,12,724,56,20
0_3,0.8567,0.259,0.753,0.5625,0.2903,,0.383,0.3708,0.9286,18,736,44,14
0_4,0.8347,0.2307,0.7154,0.5,0.2286,,0.3137,0.2986,0.9138,16,726,54,16
0_5,0.8057,0.1868,0.6542,0.3636,0.2182,,0.2727,0.2424,0.9212,12,736,43,21
0_6,0.8081,0.1394,0.6346,0.3333,0.1803,,0.234,0.2016,0.9113,11,729,50,22
0_7,0.8155,0.1724,0.6707,0.3939,0.2407,,0.2989,0.2705,0.9249,13,738,41,20
0_8,0.8365,0.2126,0.7381,0.5455,0.25,,0.3429,0.3307,0.915,18,725,54,15
0_9,0.8483,0.3281,0.7427,0.5625,0.2308,,0.3273,0.3206,0.9088,18,719,60,14
0_Mean,0.8227,0.2185,0.6966,0.4574,0.2273,,0.3027,0.2826,0.9166,14.8,729.4,50.1,17.6
0_SD,0.0303,0.062,0.051,0.1044,0.0383,,0.0547,0.0641,0.0071,3.2930904093942583,6.1137368096588665,6.136412270663988,3.5023801430836525
Mean,0.8227,0.2185,0.6966,0.4574,0.2273,,0.3027,0.2826,0.9166,14.8,729.4,50.1,17.6
SD,0.0303,0.062,0.051,0.1045,0.0383,,0.0547,0.0641,0.0072,3.2931,6.1137,6.1364,3.5024
