,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7423,0.4782,0.7175,0.4516,0.5185,,0.4828,0.4648,0.963,14,766,13,17
0_1,0.7619,0.49,0.7491,0.5161,0.5333,,0.5246,0.5061,0.9642,16,765,14,15
0_2,0.8312,0.5667,0.7362,0.4839,0.625,,0.5455,0.5344,0.9691,15,770,9,16
0_3,0.7453,0.5273,0.7523,0.5161,0.64,,0.5714,0.5597,0.9704,16,770,9,15
0_4,0.8719,0.6076,0.7769,0.5667,0.6296,,0.5965,0.5827,0.9716,17,769,10,13
0_5,0.7265,0.4213,0.6678,0.3548,0.4231,,0.386,0.3652,0.9567,11,763,15,20
0_6,0.7448,0.4816,0.7213,0.4516,0.6667,,0.5385,0.5343,0.9703,14,771,7,17
0_7,0.7142,0.4602,0.7007,0.4194,0.4815,,0.4483,0.429,0.9604,13,764,14,18
0_8,0.822,0.5636,0.7542,0.5161,0.7273,,0.6038,0.6001,0.974,16,772,6,15
0_9,0.821,0.5618,0.7459,0.5161,0.4571,,0.4848,0.464,0.958,16,759,19,15
0_Mean,0.7781,0.5158,0.7322,0.4792,0.5702,,0.5182,0.504,0.9658,14.8,766.9,11.6,16.1
0_SD,0.0536,0.0585,0.0314,0.0612,0.1009,,0.0685,0.0733,0.0061,1.8135294011647258,4.175324338699131,4.060651288757616,1.9692073983655904
Mean,0.7781,0.5158,0.7322,0.4792,0.5702,,0.5182,0.504,0.9658,14.8,766.9,11.6,16.1
SD,0.0536,0.0585,0.0314,0.0612,0.101,,0.0685,0.0733,0.0061,1.8135,4.1753,4.0607,1.9692
