,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6667,0.6277,0.6042,0.875,0.6364,,0.7368,0.2513,0.6429,7,2,4,1
0_1,0.8333,0.8693,0.8542,0.875,0.875,,0.875,0.7083,0.8571,7,5,1,1
0_2,0.6667,0.8124,0.5625,0.625,0.625,,0.625,0.125,0.5714,5,3,3,3
0_3,0.7917,0.8178,0.6667,0.5,0.8,,0.6154,0.3443,0.6429,4,5,1,4
0_4,0.8125,0.8955,0.7917,0.75,0.8571,,0.8,0.5774,0.7857,6,5,1,2
0_5,0.6042,0.7555,0.6458,0.625,0.7143,,0.6667,0.2887,0.6429,5,4,2,3
0_6,0.75,0.8242,0.5417,0.75,0.6,,0.6667,0.0913,0.5714,6,2,4,2
0_7,0.75,0.7516,0.6875,0.875,0.7,,0.7778,0.4108,0.7143,7,3,3,1
0_8,0.3111,0.5922,0.4333,0.6667,0.6,,0.6316,-0.1414,0.5,6,1,4,3
0_9,0.6,0.7451,0.6375,0.875,0.7,,0.7778,0.3175,0.6923,7,2,3,1
0_Mean,0.6786,0.7691,0.6425,0.7417,0.7108,,0.7173,0.2973,0.6621,6.0,3.2,2.6,2.1
0_SD,0.1534,0.0976,0.1209,0.1344,0.1022,,0.0887,0.2426,0.1058,1.0540925533894598,1.4757295747452437,1.2649110640673518,1.1005049346146119
Mean,0.6786,0.7691,0.6425,0.7417,0.7108,,0.7173,0.2973,0.6621,6.0,3.2,2.6,2.1
SD,0.1534,0.0976,0.1209,0.1344,0.1022,,0.0887,0.2426,0.1058,1.0541,1.4757,1.2649,1.1005
