,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7123,0.1549,0.5417,0.1429,0.1346,,0.1386,0.0811,0.8921,7,712,45,42
0_1,0.7522,0.241,0.6442,0.3333,0.32,,0.3265,0.283,0.918,16,723,34,32
0_2,0.7021,0.2347,0.6057,0.2708,0.2241,,0.2453,0.1936,0.9006,13,712,45,35
0_3,0.6311,0.157,0.5926,0.25,0.1967,,0.2202,0.1658,0.8944,12,708,49,36
0_4,0.6589,0.1853,0.6148,0.2917,0.2295,,0.2569,0.2054,0.8994,14,710,47,34
0_5,0.7266,0.2513,0.6006,0.25,0.2449,,0.2474,0.1992,0.9093,12,720,37,36
0_6,0.6941,0.16,0.5756,0.2041,0.2,,0.202,0.1498,0.9019,10,716,40,39
0_7,0.7048,0.1789,0.59,0.2449,0.1967,,0.2182,0.1627,0.8932,12,707,49,37
0_8,0.6306,0.1053,0.5574,0.1837,0.1475,,0.1636,0.1038,0.8857,9,704,52,40
0_9,0.6605,0.218,0.592,0.2449,0.2069,,0.2243,0.1702,0.8969,12,710,46,37
0_Mean,0.6873,0.1886,0.5915,0.2416,0.2101,,0.2243,0.1715,0.8991,11.7,712.2,44.4,36.8
0_SD,0.0406,0.0467,0.0289,0.0542,0.0516,,0.0517,0.0559,0.0092,2.5407785333546005,5.902918298980975,5.699902533279748,2.936362072739366
Mean,0.6873,0.1886,0.5915,0.2416,0.2101,,0.2243,0.1715,0.8992,11.7,712.2,44.4,36.8
SD,0.0406,0.0467,0.0289,0.0542,0.0516,,0.0517,0.056,0.0092,2.5408,5.9029,5.6999,2.9364
