,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7466,0.6388,0.3529,0.0909,0.1446,0.1454,0.9127
0_1,0.7745,0.6688,0.4118,0.1061,0.1687,0.1769,0.9151
0_2,0.4766,0.523,0.1176,0.0339,0.0526,0.0254,0.9114
0_3,0.6485,0.565,0.1765,0.075,0.1053,0.086,0.9373
0_4,0.6462,0.5642,0.1875,0.06,0.0909,0.0743,0.9261
0_5,0.6522,0.6911,0.4375,0.1373,0.209,0.219,0.9347
0_6,0.6051,0.5386,0.125,0.05,0.0714,0.0496,0.936
0_7,0.703,0.5911,0.25,0.069,0.1081,0.0983,0.9187
0_8,0.5533,0.5573,0.1875,0.0492,0.0779,0.0604,0.9126
0_9,0.6291,0.6188,0.2941,0.1,0.1493,0.1415,0.9298
0_Mean,0.6435,0.5957,0.254,0.0771,0.1178,0.1077,0.9234
0_SD,0.0876,0.0566,0.1155,0.0315,0.049,0.0613,0.0105
Mean,0.6435,0.5957,0.254,0.0771,0.1178,0.1077,0.9234
SD,0.0876,0.0566,0.1155,0.0315,0.049,0.0613,0.0105
