,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6811,0.4963,0.0,0.0,,-0.0068,0.9865
0_1,0.8368,0.6963,0.4,0.25,0.3077,0.3109,0.9889
0_2,0.6168,0.4944,0.0,0.0,,-0.0074,0.984
0_3,0.8777,0.695,0.4,0.2,0.2667,0.2767,0.9865
0_4,0.6891,0.5969,0.2,0.1667,0.1818,0.177,0.9889
0_5,0.779,0.5938,0.2,0.0909,0.125,0.127,0.9828
0_6,0.8785,0.6938,0.4,0.1667,0.2353,0.2513,0.984
0_7,0.8364,0.6988,0.4,0.5,0.4444,0.4442,0.9938
0_8,0.8131,0.6913,0.4,0.125,0.1905,0.2154,0.9791
0_9,0.7589,0.495,0.0,0.0,,-0.0078,0.984
0_Mean,0.7767,0.6152,0.24,0.1499,0.2502,0.178,0.9859
0_SD,0.0893,0.0918,0.1838,0.1517,0.1044,0.153,0.0041
Mean,0.7767,0.6152,0.24,0.1499,0.2502,0.1781,0.9859
SD,0.0893,0.0918,0.1838,0.1517,0.1044,0.153,0.0041
