,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5171,0.4982,0.0,0.0,,-0.0037,0.9926
0_1,0.8615,0.8321,0.6667,0.5,0.5714,0.5756,0.9963
0_2,0.6449,0.6648,0.3333,0.25,0.2857,0.2856,0.9939
0_3,0.6609,0.4957,0.0,0.0,,-0.0046,0.9889
0_4,0.9797,0.7463,0.5,0.1429,0.2222,0.2641,0.9914
0_5,0.7761,0.6654,0.3333,0.3333,0.3333,0.3309,0.9951
0_6,0.9453,0.8315,0.6667,0.4,0.5,0.5142,0.9951
0_7,0.7284,0.6648,0.3333,0.25,0.2857,0.2856,0.9938
0_8,0.8556,0.6648,0.3333,0.25,0.2857,0.2856,0.9938
0_9,0.9173,0.6648,0.3333,0.25,0.2857,0.2856,0.9938
0_Mean,0.7887,0.6728,0.35,0.2376,0.3462,0.2819,0.9935
0_SD,0.1498,0.1146,0.2284,0.1588,0.1222,0.1846,0.0021
Mean,0.7887,0.6728,0.35,0.2376,0.3462,0.2819,0.9935
SD,0.1498,0.1146,0.2284,0.1588,0.1222,0.1846,0.0021
