,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.65,0.5875,0.8,0.6154,0.6957,0.1941,0.6111
0_1,0.3,0.425,0.6,0.5,0.5455,-0.1581,0.4444
0_2,0.6875,0.6,0.7,0.6364,0.6667,0.2039,0.6111
0_3,0.8182,0.6948,0.8182,0.75,0.7826,0.4029,0.7222
0_4,0.8571,0.7662,0.8182,0.8182,0.8182,0.5325,0.7778
0_5,0.7714,0.7571,0.8,0.8,0.8,0.5143,0.7647
0_6,0.4857,0.4214,0.7,0.5385,0.6087,-0.1823,0.4706
0_7,0.6143,0.3929,0.5,0.5,0.5,-0.2143,0.4118
0_8,0.5714,0.5643,0.7,0.6364,0.6667,0.1324,0.5882
0_9,0.6286,0.6857,0.8,0.7273,0.7619,0.3825,0.7059
0_Mean,0.6384,0.5895,0.7236,0.6522,0.6846,0.1808,0.6108
0_SD,0.1645,0.1392,0.1066,0.1182,0.1089,0.285,0.1335
Mean,0.6384,0.5895,0.7236,0.6522,0.6846,0.1808,0.6108
SD,0.1644,0.1392,0.1066,0.1182,0.1089,0.285,0.1335
