,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.67,0.6494,0.3913,0.1098,0.1714,0.1645,0.8929
0_1,0.7064,0.6469,0.3913,0.1047,0.1651,0.1583,0.8879
0_2,0.5861,0.491,0.0417,0.0208,0.0278,-0.0129,0.9138
0_3,0.6979,0.5799,0.25,0.0779,0.1188,0.0924,0.8904
0_4,0.6992,0.645,0.375,0.1184,0.18,0.1686,0.899
0_5,0.6724,0.6257,0.3478,0.0952,0.1495,0.1369,0.8878
0_6,0.6366,0.5605,0.2174,0.0617,0.0962,0.067,0.8841
0_7,0.7852,0.6992,0.4783,0.1486,0.2268,0.2296,0.9075
0_8,0.684,0.6219,0.3478,0.0889,0.1416,0.1288,0.8804
0_9,0.7003,0.5892,0.2609,0.0845,0.1277,0.1048,0.8989
0_Mean,0.6838,0.6109,0.3101,0.0911,0.1405,0.1238,0.8943
0_SD,0.0512,0.0581,0.1226,0.0344,0.0537,0.0663,0.0105
Mean,0.6838,0.6109,0.3102,0.0911,0.1405,0.1238,0.8943
SD,0.0512,0.0581,0.1226,0.0344,0.0537,0.0663,0.0105
