,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8421,0.7312,0.5,0.2105,0.2963,0.3042,0.9532
0_1,0.5575,0.5925,0.2353,0.0909,0.1311,0.117,0.9347
0_2,0.7605,0.7152,0.4706,0.2,0.2807,0.2847,0.9495
0_3,0.8121,0.6889,0.4118,0.2059,0.2745,0.27,0.9544
0_4,0.7341,0.7721,0.5882,0.2222,0.3226,0.3405,0.9483
0_5,0.8627,0.7752,0.5882,0.25,0.3509,0.3642,0.9544
0_6,0.6423,0.6099,0.25,0.1429,0.1818,0.1674,0.9556
0_7,0.7433,0.6112,0.25,0.1538,0.1905,0.1755,0.9581
0_8,0.759,0.7037,0.4375,0.2258,0.2979,0.2954,0.9593
0_9,0.8266,0.7955,0.625,0.2703,0.3774,0.3939,0.9593
0_Mean,0.754,0.6995,0.4357,0.1972,0.2704,0.2713,0.9527
0_SD,0.0942,0.0737,0.1481,0.0537,0.0787,0.0907,0.0073
Mean,0.754,0.6995,0.4357,0.1972,0.2704,0.2713,0.9527
SD,0.0942,0.0737,0.1481,0.0537,0.0788,0.0907,0.0073
