,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7459,0.4973,0.0,0.0,,-0.0039,0.9918
0_1,0.6267,0.75,0.5,1.0,0.6667,0.7066,0.9986
0_2,0.7446,0.748,0.5,0.25,0.3333,0.3511,0.9946
0_3,0.7398,0.7466,0.5,0.1667,0.25,0.2855,0.9918
0_4,0.5347,0.4966,0.0,0.0,,-0.0043,0.9905
0_5,0.9264,0.4946,0.0,0.0,,-0.0039,0.9878
0_6,0.9142,0.4986,0.0,0.0,,-0.0019,0.9959
0_7,0.8678,0.4993,0.0,0.0,,-0.0014,0.9973
0_8,0.9372,0.748,0.5,0.25,0.3333,0.3511,0.9946
0_9,0.9127,0.4966,0.0,0.0,,-0.0043,0.9905
0_Mean,0.795,0.5975,0.2,0.1667,0.3958,0.1675,0.9933
0_SD,0.1394,0.1296,0.2582,0.3118,0.1848,0.2465,0.0034
Mean,0.795,0.5976,0.2,0.1667,0.3958,0.1675,0.9933
SD,0.1394,0.1296,0.2582,0.3118,0.1848,0.2465,0.0034
